ts,side,reason,price,qty,fee,spend,near_support,velocity_paused,avg_entry,total_spent,pnl
2022-01-05 19:50:00+00:00,BUY,drop_dca,3658.5,0.0038267049337160045,0.0091,14.000000000000002,False,False,3658.5,14.000000000000002,0.0
2022-01-05 22:10:00+00:00,BUY,drop_dca,3519.52,0.0038385011308360232,0.008781292975,13.509681500000001,False,False,3588.903059921551,27.509681500000003,0.0
2022-01-06 04:35:00+00:00,BUY,drop_dca,3412.56,0.003820162957499905,0.008473747946459819,13.036535302245875,False,False,3530.2493741730946,40.54621680224588,0.0
2022-01-06 09:55:00+00:00,BUY,drop_dca,3307.42,0.003803556846571994,0.008176973990567944,12.579959985489145,False,False,3474.814205016263,53.12617678773503,0.0
2022-01-07 04:15:00+00:00,BUY,drop_dca,3172.27,0.003826715630103161,0.00789059387473978,12.139375191907355,False,False,3414.2485871577173,65.26555197964238,0.0
2022-01-08 17:50:00+00:00,BUY,drop_dca,3062.7,0.003824801936005806,0.0076142435781132375,11.71422088940498,False,False,3355.6357830684487,76.97977286904737,0.0
2022-01-10 14:20:00+00:00,BUY,drop_dca,2952.92,0.0038280605840153386,0.007347571828837872,11.303956659750574,False,False,3298.044951147267,88.28372952879793,0.0
2022-01-21 03:15:00+00:00,BUY,drop_dca,2863.27,0.003809651556313339,0.0070902396575694415,10.908061011645295,False,False,3243.877489502357,99.19179054044324,0.0
2022-01-21 12:35:00+00:00,BUY,drop_dca,2738.31,0.0038439879772011543,0.0068419199666023,10.526030717849693,False,False,3187.4197808660488,109.71782125829293,0.0
2022-01-21 21:35:00+00:00,BUY,drop_dca,2642.28,0.0038441725235501623,0.00660229711409198,10.157380175526123,False,False,3132.6559158797354,119.87520143381906,0.0
2022-01-21 22:45:00+00:00,BUY,drop_dca,2511.79,0.00156090131563287,0.002548426605135766,3.9206563155934866,False,True,3108.3230478462174,123.79585774941255,0.0
2022-02-09 20:25:00+00:00,SELL,profit_target,3264.73,0.039827217391445756,0.08451632243234355,0.0,False,False,3108.3230478462174,123.79585774941255,6.144737362529824
2022-04-06 13:45:00+00:00,BUY,drop_dca,3260.76,0.004293477594180498,0.0091,14.000000000000002,False,False,3260.7600000000007,14.000000000000002,0.0
2022-04-07 00:50:00+00:00,BUY,drop_dca,3148.74,0.004290503979369526,0.008781292975,13.509681500000001,False,False,3204.769402670443,27.509681500000003,0.0
2022-04-11 11:30:00+00:00,BUY,drop_dca,3044.91,0.004281418926091699,0.008473747946459819,13.036535302245875,False,False,3151.570509085591,40.54621680224588,0.0
2022-04-12 02:30:00+00:00,BUY,drop_dca,2952.24,0.0042611576245458185,0.008176973990567944,12.579959985489145,False,False,3101.9762641453244,53.12617678773503,0.0
2022-04-25 00:50:00+00:00,BUY,drop_dca,2852.99,0.004254965910117931,0.00789059387473978,12.139375191907355,False,False,3052.4275011887557,65.26555197964238,0.0
2022-04-30 23:00:00+00:00,BUY,drop_dca,2746.91,0.0043284760704741165,0.007728457231784935,11.889934202746055,True,False,3000.991282300498,77.15548618238844,0.0
2022-05-06 13:30:00+00:00,BUY,drop_dca,2663.31,0.00430564588303665,0.007453725328887721,11.46726973675034,True,False,2952.5520108783253,88.62275591913878,0.0
2022-05-08 02:05:00+00:00,BUY,drop_dca,2577.67,0.0042905531684660865,0.007188759620743984,11.059630185759977,True,False,2905.666863612444,99.68238610489875,0.0
2022-05-08 17:05:00+00:00,BUY,drop_dca,2492.17,0.004216746334337006,0.006830751662829027,10.508848712044658,False,False,2860.405231572334,110.1912348169434,0.0
2022-05-09 10:30:00+00:00,BUY,drop_dca,2403.46,0.00421925055162761,0.006591519955029682,10.140799930814895,False,False,2815.2983676557124,120.3320347477583,0.0
2022-05-09 16:50:00+00:00,BUY,drop_dca,2327.69,0.004204013949468334,0.006360666799524666,9.785641230037948,False,False,2771.6332372891957,130.11767597779624,0.0
2022-05-09 18:40:00+00:00,BUY,drop_dca,2249.34,0.004198085288861904,0.006137898756371613,9.442921163648636,False,False,2728.761758781044,139.56059714144487,0.0
2024-02-15 15:05:00+00:00,SELL,profit_target,2865.26,0.05114429528057719,0.0952521072721573,0.0,False,False,2728.761758781044,139.56059714144487,6.885854246909588
2022-08-19 06:35:00+00:00,BUY,drop_dca,1759.46,0.007956986802769033,0.0091,14.000000000000002,False,False,1759.46,14.000000000000002,0.0
2022-08-19 11:30:00+00:00,BUY,drop_dca,1700.79,0.007943180228011689,0.008781292975,13.509681500000001,False,False,1730.1504724286683,27.509681500000003,0.0
2022-08-19 21:55:00+00:00,BUY,drop_dca,1647.57,0.007912583563821796,0.008473747946459819,13.036535302245875,False,False,1702.7103459201487,40.54621680224588,0.0
2022-08-20 18:45:00+00:00,BUY,drop_dca,1592.16,0.007901190825978007,0.008176973990567944,12.579959985489145,False,False,1675.167904335574,53.12617678773503,0.0
